Time,Mass,Thrust,Weight,Drag,Net Force,Acceleration,Velocity,Altitude
0.05,0.49666666666666665,15,4.8723,0.0,10.1277,20.391342281879197,1.01956711409396,0.050978355704698
0.1,0.4933333333333333,15,4.8396,0.7796378251064144,9.380762174893585,19.015058462622132,1.9703200372250667,0.14949435756595134
0.15000000000000002,0.48999999999999994,15,4.8069,2.911620786817941,7.28147921318206,14.860161659555226,2.713328120202828,0.28516076357609277
0.2,0.4866666666666666,15,4.7741999999999996,5.521612115912559,4.704187884087441,9.666139487850907,3.1966350945953734,0.44499251830586145
0.25,0.4833333333333332,15,4.741499999999999,7.663856945999079,2.5946430540009224,5.368227008277771,3.465046445009262,0.6182448405563246
0.30000000000000004,0.47999999999999987,15,4.708799999999999,9.004910149553494,1.2862898504465061,2.679770521763555,3.59903497109744,0.7981965891111966
0.35000000000000003,0.4766666666666665,15,4.676099999999999,9.714789542386761,0.6091104576132409,1.2778541068809253,3.662927676441486,0.981342972933271
0.4,0.47333333333333316,15,4.643399999999999,10.06277937213077,0.2938206278692306,0.6207478053575296,3.693965066709363,1.1660412262687392
0.45,0.4699999999999998,15,4.610699999999999,10.234033435551831,0.155266564448171,0.33035439244291714,3.7104827863315086,1.3515653655853146
0.5,0.46666666666666645,15,4.5779999999999985,10.325761880746827,0.09623811925317405,0.20622454125680162,3.720794013394349,1.537605066255032
0.55,0.4633333333333331,15,4.545299999999998,10.38323106758342,0.07146893241658248,0.1542494944242788,3.728506488115563,1.72403039066081
0.6000000000000001,0.45999999999999974,15,4.512599999999997,10.426320473939887,0.061079526060115796,0.13278157839155616,3.735145567035141,1.9107876690125671
0.65,0.4566666666666664,15,4.479899999999997,10.463484305206697,0.056615694793306304,0.12397597399994088,3.741344365735138,2.097854887299324
0.7000000000000001,0.45333333333333303,15,4.447199999999997,10.498243247263547,0.054556752736456104,0.12034577809512384,3.747361654639894,2.285222970031319
0.75,0.4499999999999997,15,4.414499999999997,10.532039527999084,0.05346047200091952,0.11880104889093236,3.7533017070844408,2.472888055385541
0.8,0.4466666666666663,15,4.381799999999997,10.565455278302233,0.05274472169777056,0.1180851978308297,3.759205966975982,2.66084835373434
0.8500000000000001,0.44333333333333297,15,4.349099999999996,10.598722126610872,0.052177873389132046,0.1176944512536814,3.765090689538666,2.8491028882112737
0.9,0.4399999999999996,15,4.316399999999996,10.631930925338061,0.051669074661942815,0.11742971514077923,3.770962175295705,3.037650996976059
0.9500000000000001,0.43666666666666626,15,4.283699999999996,10.665116795633187,0.05118320436681678,0.1172134451148477,3.7768228475514474,3.226492139353631
1.0,0.4333333333333329,15,4.250999999999996,10.698293116339968,0.05070688366003573,0.11701588536931333,3.782673641819913,3.415625821444627
1.05,0.42999999999999955,15,4.218299999999996,10.731464910389343,0.05023508961066092,0.11682578979223482,3.7885149313095248,3.605051568010103
1.1,0.4266666666666662,15,4.1855999999999955,10.76463403856641,0.049765961433594796,0.11663897210998793,3.794346879915024,3.7947689120058543
1.1500000000000001,0.42333333333333284,15,4.152899999999995,10.797801183840658,0.049298816159346615,0.11645389643940159,3.800169574736994,3.984777390742704
1.2000000000000002,0.4199999999999995,15,4.120199999999995,10.830966597567558,0.048833402432446604,0.11627000579153968,3.805983075026571,4.175076544494033
1.25,0.41666666666666613,15,4.087499999999995,10.864130375541535,0.04836962445846993,0.11608709870032798,3.8117874299615875,4.365665915992112
1.3,0.4133333333333328,15,4.054799999999995,10.897292558409873,0.04790744159013194,0.1159051006212871,3.8175826849926517,4.556545050241745
1.35,0.4099999999999994,15,4.022099999999995,10.930453167566778,0.047446832433227115,0.11572398154445654,3.8233688840698745,4.747713494445239
1.4000000000000001,0.40666666666666607,15,3.9893999999999945,10.963612217755289,0.04698778224471667,0.11554372683127066,3.829146070411438,4.939170797965811
1.4500000000000002,0.4033333333333327,15,3.956699999999994,10.99676972141052,0.04653027858948633,0.11536432708137125,3.834914286765507,5.130916512304086
1.5,0.39999999999999936,15,3.9239999999999937,11.029925690128646,0.04607430987135963,0.11518577467839926,3.840673575499427,5.322950191079058
1.55,0.396666666666666,15,3.8912999999999935,11.063080135154664,0.045619864845342306,0.11500806263531693,3.8464239786311927,5.515271390010618
1.6,0.39333333333333265,15,3.8585999999999934,11.09623306754176,0.04516693245824577,0.11483118421587928,3.852165537841987,5.707879666902717
1.6500000000000001,0.3899999999999993,15,3.825899999999993,11.129384498203082,0.04471550179692407,0.11465513281262604,3.857898294482618,5.900774581626848
1.7000000000000002,0.38666666666666594,15,3.793199999999993,11.162534437928919,0.04426556207108767,0.11447990190798557,3.863622289578017,6.093955696105749
1.75,0.3833333333333326,15,3.760499999999993,11.195682897393059,0.0438171026069476,0.11430548506160265,3.869337563831097,6.287422574297304
1.8,0.3799999999999992,15,3.7277999999999927,11.228829887155777,0.043370112844229425,0.11413187590586714,3.8750441576263905,6.481174782178623
1.85,0.3766666666666659,15,3.6950999999999925,11.261975417665816,0.04292458233419083,0.1139590681438697,3.8807421110335842,6.675211887730303
1.9000000000000001,0.3733333333333325,15,3.6623999999999923,11.29511949926205,0.04248050073795717,0.11378705554809981,3.886431463810989,6.869533460920852
1.9500000000000002,0.36999999999999916,15,3.629699999999992,11.32826214217502,0.0420378578249867,0.11361583195942378,3.89211225540896,7.0641390736913
2.0,0.3666666666666658,15,3.596999999999992,11.361403356528466,0.04159664347154113,0.11344539128602152,3.8977845249732614,7.259028299939963
2.0500000000000003,0.36333333333333245,15,3.5642999999999914,11.394543152340775,0.041156847659232554,0.1132757275024752,3.9034483113483853,7.454200715507382
2.1,0.3599999999999991,15,3.531599999999991,11.427681539526422,0.04071846047358818,0.11310683464885635,3.909103653080828,7.6496558981614236
2.15,0.35666666666666574,15,3.498899999999991,11.460818527897406,0.04028147210260258,0.11293870682972715,3.9147505884223146,7.84539342758254
2.2,0.3533333333333324,15,3.466199999999991,11.493954127164644,0.039845872835366336,0.11277133821330125,3.9203891553329795,8.041412885349189
2.25,0.34999999999999903,15,3.4334999999999907,11.527088346939324,0.03941165306068406,0.1126047230305262,3.926019391484506,8.237713854923415
2.3000000000000003,0.3466666666666657,15,3.4007999999999905,11.560221196734277,0.03897880326573322,0.11243885557423076,3.9316413342632175,8.434295921636576
2.35,0.3433333333333323,15,3.3680999999999903,11.59335268596529,0.03854731403471945,0.11227373019821231,3.937255020773128,8.631158672675232
2.4000000000000004,0.33999999999999897,15,3.33539999999999,11.626482823952404,0.03811717604760645,0.11210934131648989,3.9428604878389524,8.828301697067179
2.45,0.3366666666666656,15,3.30269999999999,11.659611619921217,0.037688380078792605,0.11194568340235463,3.94845777200907,9.025724585667632
2.5,0.33333333333333226,15,3.26999999999999,11.69273908300412,0.037260916995890625,0.11178275098767224,3.9540469095584534,9.223426931145555
2.5500000000000003,0.3299999999999989,15,3.2372999999999896,11.725865222241566,0.03683477775844324,0.11162053866194957,3.9596279364915508,9.421408327970132
2.6,0.32666666666666555,15,3.204599999999989,11.758990046583252,0.03640995341675968,0.11145904107171369,3.9652008885451364,9.619668372397388
2.6500000000000004,0.3233333333333322,15,3.171899999999989,11.792113564889354,0.03598643511065802,0.11129825291956129,3.9707658011911144,9.818206662456944
2.7,0.31999999999999884,15,3.1391999999999887,11.825235785931685,0.03556421406832655,0.11113816896352087,3.9763227096392906,10.017022797938909
2.75,0.3166666666666655,15,3.1064999999999885,11.858356718394862,0.03514328160514957,0.11097878401626221,3.981871648840104,10.216116380380914
2.8000000000000003,0.31333333333333213,15,3.0737999999999883,11.891476370877456,0.03472362912255633,0.11082009294432914,3.98741265348732,10.41548701305528
2.85,0.3099999999999988,15,3.041099999999988,11.924594751893094,0.03430524810691793,0.11066209066747763,3.992945758020694,10.615134300956315
2.9000000000000004,0.3066666666666654,15,3.008399999999988,11.957711869871591,0.03388813012842107,0.11050477215789524,3.9984709966285887,10.815057850787746
2.95,0.30333333333333207,15,2.975699999999988,11.990827733160014,0.03347226683999871,0.11034813243955664,4.003988403250567,11.015257270950274
3.0,0.2999999999999987,15,2.9429999999999876,12.023942350023766,0.033057649976246495,0.11019216658748879,4.009498011579941,11.215732171529272
3.0500000000000003,0.2999999999999987,0,2.9429999999999876,12.057055728647628,-15.000055728647615,-50.00018576215893,1.5094887234719945,11.291206607702872
3.1,0.2999999999999987,0,2.9429999999999876,1.7089171547168336,-4.651917154716822,-15.506390515722805,0.7341691976858542,11.327915067587165
3.1500000000000004,0.2999999999999987,0,2.9429999999999876,0.40425330812301813,-3.3472533081230056,-11.157511027076733,0.1762936463320175,11.336729749903766
3.2,0.2999999999999987,0,2.9429999999999876,0.02330958730277885,-2.9663095873027663,-9.887698624342597,-0.3180912848851124,11.32082518565951
3.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-0.8085912848851124,11.280395621415254
3.3000000000000003,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-1.2990912848851126,11.215441057170999
3.35,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-1.7895912848851125,11.125961492926743
3.4000000000000004,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-2.2800912848851125,11.011956928682487
3.45,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-2.7705912848851124,10.873427364438232
3.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-3.2610912848851124,10.710372800193976
3.5500000000000003,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-3.7515912848851123,10.52279323594972
3.6,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-4.242091284885112,10.310688671705465
3.6500000000000004,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-4.732591284885112,10.07405910746121
3.7,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-5.223091284885112,9.812904543216954
3.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-5.713591284885112,9.527224978972699
3.8000000000000003,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-6.204091284885112,9.217020414728443
3.85,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-6.694591284885112,8.882290850484187
3.9000000000000004,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-7.185091284885112,8.523036286239932
3.95,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-7.675591284885112,8.139256721995677
4.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-8.166091284885113,7.730952157751421
4.05,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-8.656591284885113,7.298122593507165
4.1000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-9.147091284885114,6.84076802926291
4.15,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-9.637591284885115,6.358888465018654
4.2,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-10.128091284885116,5.8524839007743985
4.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-10.618591284885117,5.321554336530142
4.3,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-11.109091284885118,4.766099772285886
4.3500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-11.599591284885118,4.186120208041631
4.4,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-12.09009128488512,3.5816156437973747
4.45,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-12.58059128488512,2.952586079553119
4.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-13.07109128488512,2.299031515308863
4.55,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-13.561591284885122,1.6209519510646069
4.6000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-14.052091284885122,0.9183473868203507
4.65,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-14.542591284885123,0.19121782257609443
4.7,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-15.033091284885124,0.0
4.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-15.523591284885125,0.0
4.800000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-16.014091284885126,0.0
4.8500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-16.504591284885127,0.0
4.9,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-16.995091284885127,0.0
4.95,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-17.48559128488513,0.0
5.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-17.97609128488513,0.0
5.050000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-18.46659128488513,0.0
5.1000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-18.95709128488513,0.0
5.15,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-19.44759128488513,0.0
5.2,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-19.938091284885132,0.0
5.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-20.428591284885133,0.0
5.300000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-20.919091284885134,0.0
5.3500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-21.409591284885135,0.0
5.4,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-21.900091284885136,0.0
5.45,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-22.390591284885137,0.0
5.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-22.881091284885137,0.0
5.550000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-23.371591284885138,0.0
5.6000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-23.86209128488514,0.0
5.65,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-24.35259128488514,0.0
5.7,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-24.84309128488514,0.0
5.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-25.33359128488514,0.0
5.800000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-25.824091284885142,0.0
5.8500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-26.314591284885143,0.0
5.9,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-26.805091284885144,0.0
5.95,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-27.295591284885145,0.0
6.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-27.786091284885146,0.0
6.050000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-28.276591284885146,0.0
6.1000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-28.767091284885147,0.0
6.15,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-29.257591284885148,0.0
6.2,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-29.74809128488515,0.0
6.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-30.23859128488515,0.0
6.300000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-30.72909128488515,0.0
6.3500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-31.21959128488515,0.0
6.4,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-31.710091284885152,0.0
6.45,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-32.20059128488515,0.0
6.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-32.69109128488515,0.0
6.550000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-33.181591284885144,0.0
6.6000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-33.67209128488514,0.0
6.65,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-34.16259128488514,0.0
6.7,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-34.653091284885136,0.0
6.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-35.14359128488513,0.0
6.800000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-35.63409128488513,0.0
6.8500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-36.12459128488513,0.0
6.9,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-36.615091284885125,0.0
6.95,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-37.10559128488512,0.0
7.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-37.59609128488512,0.0
7.050000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-38.08659128488512,0.0
7.1000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-38.577091284885114,0.0
7.15,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-39.06759128488511,0.0
7.2,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-39.55809128488511,0.0
7.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-40.048591284885106,0.0
7.300000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-40.5390912848851,0.0
7.3500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-41.0295912848851,0.0
7.4,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-41.5200912848851,0.0
7.45,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-42.010591284885095,0.0
7.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-42.50109128488509,0.0
7.550000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-42.99159128488509,0.0
7.6000000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-43.48209128488509,0.0
7.65,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-43.972591284885084,0.0
7.7,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-44.46309128488508,0.0
7.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-44.95359128488508,0.0
7.800000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-45.444091284885076,0.0
7.8500000000000005,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-45.93459128488507,0.0
7.9,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-46.42509128488507,0.0
7.95,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-46.91559128488507,0.0
8.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-47.406091284885065,0.0
8.05,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-47.89659128488506,0.0
8.1,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-48.38709128488506,0.0
8.15,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-48.87759128488506,0.0
8.200000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-49.368091284885054,0.0
8.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-49.85859128488505,0.0
8.3,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-50.34909128488505,0.0
8.35,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-50.839591284885046,0.0
8.4,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-51.33009128488504,0.0
8.450000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-51.82059128488504,0.0
8.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-52.31109128488504,0.0
8.55,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-52.801591284885035,0.0
8.6,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-53.29209128488503,0.0
8.65,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-53.78259128488503,0.0
8.700000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-54.27309128488503,0.0
8.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-54.763591284885024,0.0
8.8,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-55.25409128488502,0.0
8.85,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-55.74459128488502,0.0
8.9,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-56.235091284885016,0.0
8.950000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-56.72559128488501,0.0
9.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-57.21609128488501,0.0
9.05,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-57.70659128488501,0.0
9.1,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-58.197091284885005,0.0
9.15,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-58.687591284885,0.0
9.200000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-59.178091284885,0.0
9.25,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-59.668591284885,0.0
9.3,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-60.159091284884994,0.0
9.35,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-60.64959128488499,0.0
9.4,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-61.14009128488499,0.0
9.450000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-61.630591284884986,0.0
9.5,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-62.12109128488498,0.0
9.55,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-62.61159128488498,0.0
9.600000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-63.10209128488498,0.0
9.65,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-63.592591284884975,0.0
9.700000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-64.08309128488497,0.0
9.75,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-64.57359128488497,0.0
9.8,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-65.06409128488497,0.0
9.850000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-65.55459128488496,0.0
9.9,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-66.04509128488496,0.0
9.950000000000001,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-66.53559128488496,0.0
10.0,0.2999999999999987,0,2.9429999999999876,0.0,-2.9429999999999876,-9.81,-67.02609128488496,0.0
